Campana;Etapa_Pago;Fecha;Archivo_Origen;Carpeta;Tabaco;Clase;Porcentaje;Adelanto_1;Adelanto_2;Incremento;Precio_Total_Acumulado;Comprador;Vendedor;Adelanto_1_USD;Adelanto_2_USD;Incremento_USD;Precio_Total_Acumulado_USD
2010-2011;Incremento FET;2011-10-17;000004-Resolución Nº 40-2012.pdf;Campana_2010-2011;VIRGINIA;X;2;0.84;;;0.84;4.204;4.263;0.19704433497536947;;;0.19704433497536947
2010-2011;Incremento FET;2011-10-17;000004-Resolución Nº 40-2012.pdf;Campana_2010-2011;VIRGINIA;Y;2;6467.0;;;6467.0;4.204;4.263;1517.0068027210884;;;1517.0068027210884
2010-2011;Incremento FET;2011-10-17;000004-Resolución Nº 40-2012.pdf;Campana_2010-2011;VIRGINIA;NQ;1;9800.0;;;9800.0;4.204;4.263;2298.8505747126437;;;2298.8505747126437
2010-2011;Incremento FET;2011-10-17;000004-Resolución Nº 40-2012.pdf;Campana_2010-2011;VIRGINIA;Y;2;6467.0;;;6467.0;4.204;4.263;1517.0068027210884;;;1517.0068027210884
2010-2011;Incremento FET;2011-10-17;000004-Resolución Nº 40-2012.pdf;Campana_2010-2011;VIRGINIA;Y;2;6467.0;;;6467.0;4.204;4.263;1517.0068027210884;;;1517.0068027210884
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;20;1;2.297;;;2.297;4.289;4.351;0.5279246150310274;;;0.5279246150310274
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO CORRENTINO;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;X;2;1.456;;;1.456;4.289;4.351;0.334635715927373;;;0.334635715927373
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;B;1;2.454;;;2.454;4.289;4.351;0.5640082739600092;;;0.5640082739600092
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;VIRGINIA;2;9;1.25;;;1.25;4.289;4.351;0.2872902780969892;;;0.2872902780969892
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;N4;8;0.582;;;0.582;4.289;4.351;0.13376235348195817;;;0.13376235348195817
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;20;1;2.128;;;2.128;4.289;4.351;0.48908296943231444;;;0.48908296943231444
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;C;3;13590.0;;;13590.0;4.289;4.351;3123.4199034704666;;;3123.4199034704666
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;20;1;2.34;;;2.34;4.289;4.351;0.5378074005975637;;;0.5378074005975637
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;VIRGINIA;20;1;2.44;;;2.44;4.289;4.351;0.5607906228453229;;;0.5607906228453229
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;VIRGINIA;20;1;2.297;;;2.297;4.289;4.351;0.5279246150310274;;;0.5279246150310274
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;VIRGINIA;20;1;2.286;;;2.286;4.289;4.351;0.5253964605837739;;;0.5253964605837739
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;B2;83;2.257;1.227;;1.227;4.289;4.351;0.5187313261319237;0.2820041369800046;;0.2820041369800046
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 297-2012.pdf;Campana_2011-2012;VIRGINIA;C3;1;0.636;;;0.636;4.289;4.351;0.14617329349574812;;;0.14617329349574812
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 297-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 297-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 297-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;C;1;2.159;;;2.159;4.289;4.351;0.4962077683291197;;;0.4962077683291197
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;T;2;1.153;;;1.153;4.289;4.351;0.2649965525166628;;;0.2649965525166628
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;Y;2;6467.0;;;6467.0;4.289;4.351;1486.3249827625834;;;1486.3249827625834
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;16;3;1.008;1.292;1.137;1.215;4.289;4.351;0.2316708802574121;0.29694323144104806;0.26131923695702136;0.2792461503102735
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;45;2;0.517;1.176;1.008;0.62;4.289;4.351;0.11882325902091474;0.27028269363364743;0.2316708802574121;0.14249597793610663
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;68;5;1.099;0.931;0.62;0.956;4.289;4.351;0.2525856125028729;0.21397379912663755;0.14249597793610663;0.21971960468857732
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;78;8;0.465;0.97;0.827;0.504;4.289;4.351;0.10687198345207999;0.22293725580326362;0.19007124798896805;0.11583544012870604
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;56;9;0.918;;;0.918;4.289;4.351;0.21098598023442888;;;0.21098598023442888
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;76;3;0.504;0.775;0.62;0.349;4.289;4.351;0.11583544012870604;0.1781199724201333;0.14249597793610663;0.08021144564467939
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;C;2;1.472;;;1.472;4.289;4.351;0.33831303148701447;;;0.33831303148701447
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;02;4;0.8;0.949;0.853;0.747;4.289;4.351;0.1838657779820731;0.2181107791312342;0.19604688577338542;0.17168467019076075
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;98;1;0.821;0.779;0.917;0.693;4.289;4.351;0.1886922546541025;0.17903930131004367;0.21075614801195128;0.1592737301769708
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;84;3;0.309;0.608;0.747;0.395;4.289;4.351;0.07101815674557573;0.13973799126637554;0.17168467019076075;0.09078372787864859
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;33;6;0.258;0.258;0.258;0.194;4.289;4.351;0.059296713399218576;0.059296713399218576;0.059296713399218576;0.04458745116065273
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;CH;3;0.909;;;0.909;4.289;4.351;0.20891749023213055;;;0.20891749023213055
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;T;4;5650.0;;;5650.0;4.289;4.351;1298.5520569983912;;;1298.5520569983912
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO ARGENTINO;X;2;0.908;;;0.908;4.289;4.351;0.20868765800965297;;;0.20868765800965297
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;C;1;0.877;;;0.877;4.289;4.351;0.20156285911284763;;;0.20156285911284763
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;8;1;0.79;;;0.79;4.289;4.351;0.18156745575729719;;;0.18156745575729719
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;90;82;0.658;;;0.658;4.289;4.351;0.15122960239025512;;;0.15122960239025512
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;75;60;0.526;;;0.526;4.289;4.351;0.12089174902321306;;;0.12089174902321306
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;T;1;0.439;;;0.439;4.289;4.351;0.1008963456676626;;;0.1008963456676626
2011-2012;Incremento FET;2012-01-10;000003-Resolución N° 476-2012.pdf;Campana_2011-2012;BURLEY;43;7;0.832;0.672;0.352;0.107;4.289;4.351;0.19122040910135601;0.1544472535049414;0.08090094231211216;0.024592047805102275
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;BURLEY;B;3;1.165;;;1.165;4.289;4.351;0.26775453918639397;;;0.26775453918639397
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;N;4;0.219;;;0.219;4.289;4.351;0.050333256722592506;;;0.050333256722592506
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;2;5;0.132;;;0.132;4.289;4.351;0.03033785336704206;;;0.03033785336704206
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;CH;1;1.212;;;1.212;4.289;4.351;0.2785566536428407;;;0.2785566536428407
2011-2012;Incremento FET;2012-01-10;000002-Resolución N° 933-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;8;9;1.078;;;1.078;4.289;4.351;0.2477591358308435;;;0.2477591358308435
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;56;4;0.44;0.522;0.469;0.411;4.354;4.419;0.09957003847024215;0.11812627291242364;0.10613260918759901;0.09300746775288526
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;Y;2;6467.0;;;6467.0;4.354;4.419;1463.4532699705817;;;1463.4532699705817
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;4.354;4.419;1463.4532699705817;;;1463.4532699705817
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;53;9;0.451;0.428;0.504;0.381;4.354;4.419;0.1020592894319982;0.09685449196650826;0.11405295315682282;0.08621860149355058
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;48;3;0.17;334.0;0.411;0.218;4.354;4.419;0.038470242136229925;75.5827110205929;0.09300746775288526;0.049332428151165425
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;17;6;0.148;;;0.148;4.354;4.419;0.03349174021271781;;;0.03349174021271781
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;52;9;0.469;0.566;0.498;0.487;4.354;4.419;0.10613260918759901;0.12808327675944783;0.11269517990495588;0.11020592894319983
2011-2012;Resolución / Anexo General;2012-04-03;000002-Resolución N° 286-2012.pdf;Campana_2011-2012;BURLEY;Y;2;6467.0;;;6467.0;4.354;4.419;1463.4532699705817;;;1463.4532699705817
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;6;3;0.231;;;0.231;4.868;4.935;0.04680851063829788;;;0.04680851063829788
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;N;6;1303.0;;;1303.0;4.868;4.935;264.03242147923004;;;264.03242147923004
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;644;92;0.539;;;0.539;4.868;4.935;0.10921985815602839;;;0.10921985815602839
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;7;1;0.511;;;0.511;4.868;4.935;0.10354609929078015;;;0.10354609929078015
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;7;9;0.263;;;0.263;4.868;4.935;0.05329280648429585;;;0.05329280648429585
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;546;18;0.441;;;0.441;4.868;4.935;0.08936170212765958;;;0.08936170212765958
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;3;3;0.07;;;0.07;4.868;4.935;0.01418439716312057;;;0.01418439716312057
2012-2013;Resolución / Anexo General;2012-12-20;000020-Resolucion Nº 122-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Resolución / Anexo General;2012-12-20;000020-Resolucion Nº 122-2013.pdf;Campana_2012-2013;BURLEY;56;9;2.283;2.854;2.426;12.369;4.868;4.935;0.46261398176291796;0.5783181357649443;0.49159067882472146;2.5063829787234044
2012-2013;Resolución / Anexo General;2012-12-20;000020-Resolucion Nº 122-2013.pdf;Campana_2012-2013;BURLEY;08;3;2.455;1.855;2.255;0.828;4.868;4.935;0.4974670719351571;0.3758865248226951;0.4569402228976697;0.16778115501519758
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;7;5;0.623;;;0.623;4.868;4.935;0.12624113475177307;;;0.12624113475177307
2012-2013;Resolución / Anexo General;2012-12-20;000020-Resolucion Nº 122-2013.pdf;Campana_2012-2013;BURLEY;99;8;1.056;1.17;2.226;1.798;4.868;4.935;0.21398176291793317;0.23708206686930092;0.4510638297872341;0.3643363728470112
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;BURLEY;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;BURLEY;20;1;2.122;;;2.122;4.868;4.935;0.42998986828774066;;;0.42998986828774066
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;BURLEY;B1;1;0.818;;;0.818;4.868;4.935;0.1657548125633232;;;0.1657548125633232
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;BURLEY;C;3;0.603;;;0.603;4.868;4.935;0.12218844984802432;;;0.12218844984802432
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;BURLEY;C;2;1.004;;;1.004;4.868;4.935;0.20344478216818643;;;0.20344478216818643
2012-2013;Incremento FET;2012-12-20;000021-Resolución Nº 467-2013.pdf;Campana_2012-2013;CRIOLLO MISIONERO;CH;1;0.576;;;0.576;4.868;4.935;0.11671732522796352;;;0.11671732522796352
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Resolución / Anexo General;2012-12-20;000020-Resolucion Nº 122-2013.pdf;Campana_2012-2013;BURLEY;94;2;0.285;0.856;0.856;0.714;4.868;4.935;0.057750759878419454;0.17345491388044582;0.17345491388044582;0.1446808510638298
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;630;90;0.56;;;0.56;4.868;4.935;0.11347517730496456;;;0.11347517730496456
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;BURLEY;W;1;9800.0;;;9800.0;4.868;4.935;1985.8156028368796;;;1985.8156028368796
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Incremento FET;2012-12-20;000018-Resolución Nº 320-2013.pdf;Campana_2012-2013;VIRGINIA;NO;1;9800.0;;;9800.0;4.868;4.935;1985.8156028368796;;;1985.8156028368796
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;B2;5;0.704;;;0.704;4.868;4.935;0.14265450861195542;;;0.14265450861195542
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;85;8;1.1;;;1.1;4.868;4.935;0.22289766970618038;;;0.22289766970618038
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;03;4;0.902;;;0.902;4.868;4.935;0.1827760891590679;;;0.1827760891590679
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;78;1;0.891;;;0.891;4.868;4.935;0.1805471124620061;;;0.1805471124620061
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;67;1;0.396;;;0.396;4.868;4.935;0.08024316109422494;;;0.08024316109422494
2012-2013;Incremento FET;2012-12-20;000071-Resolución Nº 214-2013.pdf;Campana_2012-2013;VIRGINIA;Y;2;6467.0;;;6467.0;4.868;4.935;1310.4356636271532;;;1310.4356636271532
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;VIRGINIA;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;BURLEY;30;25;1.238;1.1;1.375;1.169;7.774;7.917;0.156372363268915;0.1389415182518631;0.17367689781482884;0.14765694076038904
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;C;2;0.905;;;0.905;7.774;7.917;0.1143109763799419;;;0.1143109763799419
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;B;1;1.018;;;1.018;7.774;7.917;0.12858405961854238;;;0.12858405961854238
2013-2014;Incremento FET;2014-02-21;000069-Resolución Nº 123-2014.pdf;Campana_2013-2014;VIRGINIA;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;N;4;0.283;;;0.283;7.774;7.917;0.03574586333207023;;;0.03574586333207023
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;N;5;0.17;;;0.17;7.774;7.917;0.02147278009346975;;;0.02147278009346975
2013-2014;Incremento FET;2014-02-21;000069-Resolución Nº 123-2014.pdf;Campana_2013-2014;VIRGINIA;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2013-2014;Incremento FET;2014-02-21;000069-Resolución Nº 123-2014.pdf;Campana_2013-2014;BURLEY;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;CRIOLLO MISIONERO;8;2;0.848;;;0.848;7.774;7.917;0.10711127952507263;;;0.10711127952507263
2013-2014;Resolución / Anexo General;2014-02-21;000068-Resolución Nº 527-2014.pdf;Campana_2013-2014;VIRGINIA;Y;2;6467.0;;;6467.0;7.774;7.917;816.8498168498169;;;816.8498168498169
2014-2015;Incremento FET;2015-01-22;000067-Resolución Nº 257-2015.pdf;Campana_2014-2015;VIRGINIA;1;5;1.995;;;1.995;8.567;8.676;0.22994467496542187;;;0.22994467496542187
2014-2015;Incremento FET;2015-01-22;000067-Resolución Nº 257-2015.pdf;Campana_2014-2015;VIRGINIA;9;5;1.52;;;1.52;8.567;8.676;0.1751959428307976;;;0.1751959428307976
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;VIRGINIA;1570;60;0.925;;;0.925;8.567;8.676;0.10661595205163671;;;0.10661595205163671
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;9;1;2.478;;;2.478;8.567;8.676;0.2856154910096819;;;0.2856154910096819
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;3;3;1.239;;;1.239;8.567;8.676;0.14280774550484096;;;0.14280774550484096
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;C;2;1.486;;;1.486;8.567;8.676;0.17127708621484555;;;0.17127708621484555
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;T;2;1.165;;;1.165;8.567;8.676;0.13427846934071;;;0.13427846934071
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;T;4;0.57;;;0.57;8.567;8.676;0.06569847856154909;;;0.06569847856154909
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO ARGENTINO;X;2;0.917;;;0.917;8.567;8.676;0.10569386814200092;;;0.10569386814200092
2014-2015;Incremento FET;2015-01-22;000067-Resolución Nº 257-2015.pdf;Campana_2014-2015;BURLEY;8;5;0.0;;;0.0;8.567;8.676;0.0;;;0.0
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO MISIONERO;C;2;1.349;;;1.349;8.567;8.676;0.15548639926233288;;;0.15548639926233288
2014-2015;Incremento FET;2015-01-22;000066-Resolución Nº 505-2015.pdf;Campana_2014-2015;CRIOLLO MISIONERO;B;2;1.264;;;1.264;8.567;8.676;0.14568925772245275;;;0.14568925772245275
